timestamp,follower_count,post_count
2025-06-20T00:44:29.892452,1,2
2025-06-21T01:37:16.591580,8,2
2025-06-21T03:29:27.281517,8,2
2025-06-21T03:33:23.301951,8,2
2025-06-21T05:00:39.628810,8,2
